,apple,banana,beef,bread,broccoli,butter,carrot,cheese,chicken,chocolate,cinnamon,corn,cucumber,egg,eggplant,fish,garlic,ginger,lemon,mushroom,olives,onion,orange,parsley,pasta,peas,potato,rice,spinach,tomato,age,gender,label
116,4,1,0,1,1,8,4,0,5,0,4,1,0,1,0,0,2,1,7,0,0,4,0,1,1,1,4,2,0,0,55,male,485
117,4,1,0,1,0,8,4,0,5,0,4,1,0,1,0,0,2,1,7,0,0,4,0,1,1,1,4,2,0,0,55,male,474
118,4,0,0,1,1,7,4,0,5,0,4,0,0,0,0,0,2,1,7,0,0,4,0,1,1,1,4,2,0,0,55,male,516
119,4,1,0,0,1,8,4,0,5,0,4,1,0,1,0,0,2,0,7,0,0,4,0,1,1,0,4,1,0,0,55,male,535
120,4,1,0,1,1,7,4,0,5,0,4,1,0,1,0,0,2,1,6,0,0,4,0,1,0,1,4,2,0,0,55,male,580
121,4,1,0,1,1,8,4,0,5,0,4,1,0,1,0,0,2,1,6,0,0,4,0,1,1,1,4,2,0,0,55,male,107
122,4,1,0,1,1,8,4,0,5,0,4,1,0,1,0,0,2,1,6,0,0,4,0,1,1,1,4,2,0,0,55,male,107
123,4,1,0,1,1,8,4,0,5,0,4,1,0,1,0,0,2,1,6,0,0,4,0,1,1,1,4,2,0,0,55,male,109
124,4,1,0,1,1,8,4,0,5,0,4,1,0,1,0,0,2,1,6,0,0,4,0,1,1,1,4,2,0,0,55,male,109
125,3,1,0,1,1,7,3,0,4,0,3,1,0,1,0,0,2,1,7,0,0,3,0,1,1,1,3,2,0,0,55,male,114
126,3,1,0,1,1,7,3,0,4,0,3,1,0,1,0,0,2,1,7,0,0,3,0,1,1,1,3,2,0,0,55,male,114
127,3,1,0,1,1,7,3,0,4,0,3,1,0,1,0,0,2,1,7,0,0,3,0,1,1,1,3,2,0,0,55,male,114
128,3,1,0,1,1,7,3,0,4,0,3,1,0,1,0,0,2,1,7,0,0,3,0,1,1,1,3,2,0,0,55,male,114
129,4,1,0,1,1,7,4,0,4,0,4,1,0,1,0,0,1,1,6,0,0,4,0,0,1,1,4,1,0,0,55,male,116
130,4,1,0,1,1,7,4,0,5,0,4,1,0,1,0,0,1,1,6,0,0,4,0,1,1,1,4,2,0,0,55,male,122
131,1,0,1,0,1,5,2,0,2,4,1,5,3,4,0,0,4,3,1,0,0,1,1,0,0,2,1,2,0,1,20,female,104
132,1,0,1,0,0,4,2,1,2,4,1,5,3,4,0,0,4,2,1,0,0,2,1,0,0,2,1,2,0,1,20,female,127
133,1,0,0,0,1,5,1,1,1,4,1,4,3,4,0,0,5,3,1,0,0,2,1,0,0,2,0,2,0,1,20,female,146
134,1,0,1,0,1,5,2,1,1,4,1,5,2,4,0,0,5,3,1,0,0,2,1,0,0,2,1,2,0,1,20,female,155
135,0,0,1,0,1,5,2,1,2,4,1,4,3,4,0,0,4,3,1,0,0,1,0,0,0,2,1,2,0,1,20,female,160
136,1,0,1,0,1,5,2,1,2,4,1,5,2,4,0,0,4,2,1,0,0,2,1,0,0,2,1,1,0,1,20,female,159
137,1,0,1,0,1,4,2,1,2,3,1,5,3,3,0,0,5,3,1,0,0,2,1,0,0,2,1,2,0,1,20,female,168
138,1,0,1,0,1,4,2,1,2,4,1,4,3,3,0,0,5,3,1,0,0,2,1,0,0,2,1,2,0,1,20,female,173
139,1,0,1,0,1,4,2,1,2,4,0,4,3,4,0,0,5,3,0,0,0,2,1,0,0,2,1,2,0,1,20,female,175
140,1,0,1,0,1,5,1,1,2,4,1,5,2,3,0,0,5,3,1,0,0,2,1,0,0,1,1,1,0,1,20,female,185
141,1,0,1,0,1,5,2,1,2,4,1,4,3,4,0,0,4,2,1,0,0,2,1,0,0,1,1,2,0,0,20,female,188
142,1,0,1,0,1,4,2,1,2,4,1,5,3,3,0,0,5,3,1,0,0,2,1,0,0,2,1,2,0,1,20,female,201
143,1,0,1,0,1,5,2,1,2,3,1,5,3,4,0,0,5,3,1,0,0,2,1,0,0,2,1,2,0,1,20,female,205
144,1,0,1,0,1,5,2,1,2,3,1,5,3,4,0,0,5,3,1,0,0,2,1,0,0,2,1,2,0,1,20,female,205
145,1,0,1,0,1,5,2,1,2,3,1,5,3,4,0,0,5,3,1,0,0,2,1,0,0,2,1,2,0,1,20,female,205
146,2,0,0,1,1,5,1,3,2,0,3,3,2,7,0,0,6,5,12,0,1,5,4,1,0,1,0,2,1,2,40,female,274
147,2,0,0,1,1,5,1,3,2,0,3,3,1,7,0,0,6,5,12,0,1,5,4,1,0,1,0,2,1,3,40,female,273
148,2,0,0,1,1,4,1,3,2,0,3,3,2,6,0,0,6,5,13,0,1,5,4,1,0,1,0,2,1,3,40,female,278
149,2,0,0,0,1,5,1,2,1,0,3,2,1,6,0,0,5,5,12,0,1,4,4,1,0,1,0,2,0,2,40,female,301
150,2,0,0,1,1,5,1,3,2,0,3,3,2,6,0,0,6,5,13,0,1,5,3,1,0,1,0,2,1,3,40,female,305
151,2,0,0,1,1,5,1,3,2,0,3,3,2,6,0,0,6,5,13,0,1,5,3,1,0,1,0,2,1,3,40,female,305
152,2,0,0,1,1,4,0,3,2,0,2,3,2,6,0,0,6,5,13,0,1,5,4,1,0,1,0,2,1,3,40,female,311
153,2,0,0,1,1,5,1,3,2,0,3,3,2,7,0,0,6,5,13,0,1,5,3,1,0,1,0,2,1,3,40,female,317
154,2,0,0,1,1,5,1,3,2,0,3,3,2,7,0,0,6,5,13,0,1,5,3,1,0,1,0,2,1,3,40,female,317
155,2,0,0,1,0,5,1,3,2,0,3,3,2,7,0,0,5,4,12,0,1,4,4,0,0,0,0,2,1,3,40,female,325
156,2,0,0,1,1,5,1,3,1,0,3,3,2,7,0,0,5,5,12,0,0,4,4,1,0,1,0,2,1,2,40,female,330
157,2,0,0,1,1,5,1,3,2,0,3,2,2,7,0,0,6,5,13,0,1,5,4,1,0,1,0,2,1,3,40,female,343
158,2,0,0,1,1,5,1,3,2,0,3,2,2,7,0,0,6,5,13,0,1,5,4,1,0,1,0,2,1,3,40,female,343
159,2,0,0,1,1,5,1,3,2,0,3,3,2,7,0,0,6,5,12,0,1,5,4,1,0,1,0,2,1,3,40,female,107
160,2,0,0,1,1,5,1,3,2,0,3,3,2,7,0,0,6,5,12,0,1,5,4,1,0,1,0,2,1,3,40,female,107
161,2,0,0,1,1,5,1,3,2,0,3,3,2,7,0,0,6,5,12,0,1,5,4,1,0,1,0,2,1,3,40,female,107
162,2,0,0,1,1,5,1,3,2,0,3,3,2,7,0,0,5,4,13,0,1,4,4,1,0,1,0,1,1,3,40,female,110
163,2,0,0,1,1,5,1,3,2,0,3,3,2,7,0,0,5,4,13,0,1,4,4,1,0,1,0,1,1,3,40,female,110
164,2,0,0,1,1,4,1,3,2,0,3,3,2,7,0,0,5,5,12,0,1,5,4,1,0,1,0,2,1,3,40,female,122
165,2,0,0,1,1,5,1,3,2,0,3,3,2,7,0,0,6,5,12,0,1,5,4,1,0,1,0,2,1,3,40,female,124
166,2,0,0,1,1,5,1,3,2,0,3,3,2,7,0,0,6,5,12,0,1,5,4,1,0,1,0,2,1,3,40,female,124
167,1,0,0,1,1,4,1,2,2,0,2,3,2,6,0,0,6,4,12,0,1,5,4,1,0,1,0,2,1,3,40,female,136
168,1,0,0,1,1,4,1,2,2,0,2,3,2,6,0,0,6,4,12,0,1,5,4,1,0,1,0,2,1,3,40,female,136
169,4,0,0,0,0,3,0,1,1,0,1,2,2,2,0,0,4,1,9,0,0,4,1,1,0,1,1,2,0,1,60,female,512
170,4,0,0,0,0,4,0,1,1,0,2,1,2,3,0,0,3,2,9,0,0,3,0,1,0,1,1,2,0,1,60,female,533
171,4,0,0,0,0,4,0,1,0,0,2,2,2,3,0,0,3,1,8,0,0,4,1,1,0,1,0,1,0,1,60,female,531
172,3,0,0,0,0,4,0,1,1,0,2,2,2,3,0,0,3,2,9,0,0,3,1,1,0,1,1,2,0,1,60,female,241
173,3,0,0,0,0,4,0,1,1,0,2,2,1,3,0,0,3,2,9,0,0,3,1,1,0,0,1,2,0,0,60,female,245
174,3,0,0,0,0,4,0,1,1,0,2,2,2,3,0,0,4,2,9,0,0,3,1,1,0,1,1,2,0,1,60,female,247
175,4,0,0,0,0,3,0,0,1,0,2,2,2,2,0,0,4,2,9,0,0,4,1,1,0,1,1,2,0,1,60,female,250
176,4,0,0,0,0,3,0,1,1,0,2,2,2,2,0,0,4,2,9,0,0,4,1,1,0,1,1,2,0,1,60,female,255
177,4,0,0,0,0,3,0,1,1,0,1,1,2,3,0,0,4,2,9,0,0,4,1,1,0,1,1,2,0,1,60,female,256
178,3,0,0,0,0,4,0,1,1,0,2,2,2,3,0,0,4,2,9,0,0,4,1,0,0,1,1,1,0,1,60,female,265
179,4,0,0,0,0,4,0,1,1,0,2,2,1,3,0,0,4,2,8,0,0,4,1,1,0,1,1,2,0,1,60,female,273
180,4,0,0,0,0,4,0,1,1,0,2,2,2,3,0,0,4,2,8,0,0,4,1,1,0,1,1,2,0,1,60,female,107
181,4,0,0,0,0,4,0,1,1,0,2,2,2,3,0,0,4,2,8,0,0,4,1,1,0,1,1,2,0,1,60,female,107
182,4,0,0,0,0,4,0,1,1,0,2,2,2,3,0,0,4,2,8,0,0,4,1,1,0,1,1,2,0,1,60,female,107
183,4,0,0,0,0,4,0,1,1,0,2,2,2,3,0,0,4,2,8,0,0,4,1,1,0,1,1,2,0,1,60,female,109
184,4,0,0,0,0,4,0,1,1,0,2,2,2,3,0,0,4,2,8,0,0,4,1,1,0,1,1,2,0,1,60,female,109
185,4,0,0,0,0,4,0,1,1,0,2,2,2,3,0,0,4,2,8,0,0,4,1,1,0,1,1,2,0,1,60,female,109
186,4,0,0,0,0,4,0,1,1,0,2,2,2,3,0,0,4,2,8,0,0,4,1,1,0,1,1,2,0,1,60,female,107
187,2,0,1,0,1,5,0,5,2,0,2,3,0,3,0,0,6,4,5,0,0,3,0,0,0,0,2,0,0,1,15,female,625
188,2,0,1,0,1,4,0,5,3,0,2,3,0,3,0,0,6,4,5,0,0,4,0,0,0,0,3,0,0,1,15,female,632
189,2,0,0,0,1,5,0,4,3,0,2,3,0,3,0,0,6,4,5,0,0,3,0,0,0,0,2,0,0,0,15,female,645
190,2,0,1,0,1,5,0,5,3,0,2,3,0,2,0,0,6,4,5,0,0,4,0,0,0,0,3,0,0,1,15,female,675
191,2,0,1,0,1,5,0,5,2,0,2,2,0,3,0,0,5,4,4,0,0,4,0,0,0,0,3,0,0,1,15,female,678
192,2,0,1,0,1,5,0,4,3,0,2,2,0,3,0,0,5,4,5,0,0,4,0,0,0,0,3,0,0,1,15,female,112
193,2,0,1,0,1,5,0,4,2,0,2,2,0,3,0,0,5,4,5,0,0,3,0,0,0,0,3,0,0,1,15,female,118
194,2,0,1,0,1,4,0,5,3,0,2,3,0,3,0,0,5,4,4,0,0,4,0,0,0,0,3,0,0,1,15,female,122
195,2,0,1,0,0,4,0,5,3,0,2,3,0,3,0,0,5,3,5,0,0,4,0,0,0,0,3,0,0,1,15,female,127
196,1,0,1,0,1,4,0,4,3,0,1,3,0,2,0,0,6,3,4,0,0,4,0,0,0,0,3,0,0,1,15,female,136
197,1,0,1,0,1,4,0,4,3,0,1,3,0,2,0,0,6,3,4,0,0,4,0,0,0,0,3,0,0,1,15,female,136
198,2,0,1,0,1,5,0,5,3,0,2,3,0,3,0,0,5,3,4,0,0,3,0,0,0,0,2,0,0,1,15,female,147
199,3,0,0,1,0,2,0,2,1,0,0,1,0,2,1,0,6,2,5,0,0,3,0,0,0,0,1,2,0,0,35,female,1078
200,2,0,0,1,0,2,0,2,1,0,0,1,0,1,1,0,6,2,5,0,0,3,0,0,0,0,0,2,0,0,35,female,1081
201,3,0,0,1,0,3,0,2,1,0,0,2,0,1,0,0,5,2,5,0,0,3,0,0,0,0,1,2,0,0,35,female,1080
